NVMe_total_util,CPU,Memory_used,NVMe_from_transfer,num_workers
0.15171764706097104,0.0501818182454868,0.9102502990769231,0.00015859712,0.56
0.7420235294191276,0.11709090908142654,0.9103555347692308,0.25090326528,0.56
0.7014588235329617,0.10490909093482928,0.9104591950769231,0.23188455424,0.56
0.7391999999965159,0.1358181818303737,0.9121231163076923,0.23825743872,0.56
0.7259294117663933,0.12890909100798043,0.9122075569230769,0.23397924864,0.56
0.7470117647063864,0.14327272728762847,0.9112761895384616,0.24334303231999999,0.56
0.7187764705843566,0.11672727282751688,0.9115222646153847,0.23289397248000002,0.56
0.6865882352953229,0.1067272726785053,0.9099626338461538,0.23917494271999998,0.56
0.6594823529341202,0.09890909096734089,0.9099544418461538,0.23950000128,0.56
0.7732705882339573,0.11890909096056766,0.9100477046153846,0.30999052288,0.56
0.7840941176421063,0.10727272734723306,0.910143488,0.30525095936,0.56
0.8091294117627995,0.12654545452784405,0.9102506141538461,0.2938373734400001,0.56
0.8024470588247127,0.11909090907058933,0.9119353304615384,0.29159325696,0.56
0.804988235289998,0.1365454545413906,0.9120985403076923,0.29635903488000004,0.56
0.7967058823553517,0.131636363572695,0.9121480073846154,0.300322816,0.56
0.8281411764696391,0.19727272723208775,0.9140967581538462,0.3036010905599999,0.56
0.7704470588250414,0.12381818175993181,0.9101904344615385,0.29077569536,0.56
0.8021647058783427,0.12636363645168866,0.9116511310769231,0.30622613503999996,0.56
0.7707294117659333,0.10127272731201216,0.9116142670769231,0.2803105792,0.56
0.7809882352977773,0.11872727274894714,0.911670980923077,0.29204938752,0.56
0.7839058823527439,0.11709090908142651,0.91189248,0.28098691072,0.56
0.7819294117637636,0.11890909106216646,0.9119636873846154,0.28120711168,0.56
0.747388235298807,0.10436363643543287,0.9104510030769231,0.26938523648,0.56
0.8001882352921017,0.1327272728424181,0.9105483618461538,0.28236054528000004,0.56
0.7695999999996275,0.1287272726947611,0.9106403643076924,0.28405989376,0.56
0.7789176470627459,0.14018181816420772,0.9107424492307692,0.27873263616,0.56
0.7755294117665685,0.1194545453922315,0.9100436086153846,0.2807717888,0.56
0.7651764705914128,0.13036363632841547,0.9116152123076923,0.26835156992,0.56
0.7814588235252921,0.11709090908142654,0.9116448295384615,0.278265856,0.56
0.8050823529415272,0.12745454538274892,0.9114557833846154,0.29293543424,0.56
0.7824941176455469,0.112545454535972,0.9115493612307692,0.29109518336,0.56
0.7798588235314717,0.12181818180463531,0.9100322658461538,0.29369581568,0.56
0.7787294117624268,0.14727272719822151,0.9101488443076923,0.28304211968000004,0.56
0.7683764705927496,0.12781818187372254,0.9102421070769231,0.27427602432,0.56
0.7843764705912155,0.12418181825090535,0.910311424,0.2799435776,0.56
0.7731764705851675,0.1374545454978943,0.9104242215384616,0.28370796544,0.56
0.7472000000012269,0.11709090911529275,0.910761668923077,0.27168079872,0.56
0.7562352941179756,0.12109090919521721,0.9098917415384615,0.28646555648,0.56
0.7571764705894403,0.10381818183443761,0.90994688,0.27650424832,0.56
0.7731764705879067,0.11345454539087681,0.9098334523076923,0.28799664128,0.56
0.795670588235097,0.10927272730252958,0.9100404578461538,0.29439311871999996,0.56
0.7485176470568953,0.11490909091450954,0.9100955963076923,0.2940479078400001,0.56
0.7905882352963092,0.10509090907871727,0.9101929550769231,0.2997459353599999,0.56
0.799341176472166,0.14727272719822146,0.911659008,0.28451012608000004,0.56
0.8191999999998028,0.14218181828883567,0.911761408,0.29033496576,0.56
0.7862588235314059,0.14999999996613375,0.9119422621538461,0.28448391168000003,0.56
0.7951999999993644,0.12545454539358616,0.9121561993846153,0.27955560448,0.56
0.7984000000034407,0.13418181819671934,0.9097008049230769,0.283377664,0.56
0.7517176470554927,0.12236363630403174,0.9097572036923077,0.27540209664,0.56
0.7943529411794288,0.1274545454166152,0.9098722067692308,0.28357689344000003,0.56
0.7687529411714743,0.1123636362904852,0.9099686203076923,0.26671054848000003,0.56
0.7615058823543437,0.12036363641646776,0.910073856,0.28530180096,0.56
0.7747764705954228,0.11000000004741278,0.9117711753846154,0.27971321856000003,0.56
0.7817411764689228,0.12981818172742024,0.9113360541538461,0.28203548672,0.56
0.7630117647021131,0.12345454547215594,0.9114387692307693,0.28845801472,0.56
0.7663058823549791,0.14418181814253328,0.9115317169230769,0.27872264191999996,0.56
0.7976470588213379,0.12854545448314061,0.9102414769230769,0.28445769728000003,0.56
0.7669647058800739,0.13509090908549046,0.9103057526153846,0.28695953408,0.56
0.8048941176412079,0.11509090909226374,0.9113990695384615,0.2902458368,0.56
0.7683764705900105,0.13363636366345666,0.9114353033846154,0.2854477824,0.56
0.8073411764686599,0.1258181818168272,0.9116082806153846,0.27508342784,0.56
0.8027294117656044,0.12781818173825743,0.9115685809230769,0.27872722944,0.56
0.8031999999985976,0.12054545449262317,0.9099585378461539,0.2798911488,0.56
0.7818352941122344,0.13545454533940013,0.909959168,0.2790785024,0.56
0.8001882352893624,0.13945454548705705,0.9116089107692308,0.294649856,0.56
0.7880470588200671,0.14909090914509512,0.9117172972307692,0.2875981824,0.56
0.8027294117656044,0.1274545454843478,0.9119791261538461,0.29218586624000004,0.56
0.7706352941171428,0.13090909096327696,0.9137303236923077,0.28969009151999997,0.56
0.7752470588284162,0.11400000012733719,0.9115789784615385,0.28992077824,0.56
0.7843764705884764,0.11854545453732665,0.9115915815384615,0.29762256896000006,0.56
0.7940705882330589,0.10727272738109934,0.9115799236923077,0.29017325568,0.56
0.7811764705871397,0.12181818177076903,0.910036992,0.279052288,0.56
0.7865411764695582,0.11854545453732665,0.910127104,0.28241297408000005,0.56
0.7941647058818487,0.1379999998618256,0.9099430990769231,0.28399632384,0.56
0.759905882355045,0.1310909090732986,0.909942784,0.29612392448,0.56
0.7901176470578375,0.15345454561439428,0.9099547569230769,0.29886529536,0.56
0.7877647058846539,0.12981818172742018,0.9099210436923076,0.28283240448,0.56
0.7837176470579033,0.13054545460776848,0.9098596036923077,0.28076670976,0.56
0.8059294117642019,0.1178181818940423,0.9098331372307692,0.29385818112,0.56
0.7886117647045895,0.12363636358217754,0.9098347126153846,0.27896840192,0.56
0.6846117647090819,0.11054545464840802,0.9101582966153846,0.23919640575999998,0.56
0.8074352941147107,0.12418181821703911,0.9102392713846154,0.28926017536,0.56
0.7808000000001972,0.10890909091315484,0.9103274929230769,0.27502575615999997,0.56
0.8048000000006356,0.14836363636634567,0.912015675076923,0.2797600768,0.56
0.8136470588252825,0.14163636372170665,0.9121395003076923,0.28317843455999997,0.56
0.8031999999985976,0.6234545455060222,0.9156768689230769,0.29029302271999996,0.56
0.811670588239041,0.12890909080478277,0.9125371273846153,0.27252490239999994,0.56
0.7958588235326769,0.12745454548434776,0.9109264541538461,0.2956879462400001,0.56
0.7935058823540151,0.11054545451294295,0.9101661735384615,0.27543994368,0.56
0.7595294117598851,0.11909090907058931,0.9101787766153846,0.2845868032,0.56
0.7853176470544627,0.1043636363677003,0.9101778313846154,0.27830779903999997,0.56
0.7873882352894936,0.12054545462808824,0.9102165858461538,0.29835296768,0.56
0.7870117647025515,0.11490909084677697,0.9119243027692308,0.28881977344,0.56
0.7498352941180415,0.13054545460776848,0.9120204012307692,0.28656123904,0.56
0.7900235294172651,0.12309090911664745,0.9121202806153846,0.28789702656,0.56
0.7618823529467642,0.13872727274217392,0.9122176393846154,0.29524230144,0.56
0.7781647058833829,0.12018181820484729,0.9108927409230769,0.28114419712,0.56
0.7754352941205177,0.1236363635821776,0.9109255089230769,0.29601841151999997,0.56
