NVMe_total_util,CPU,Memory_used,Goodput,num_workers
0.0016666666666424134,0.1395000000018627,0.058761216,4.108641975308641e-07,0.18
0.08949999999992239,0.2251666666668219,0.058761216,0.07508240993844033,0.18
0.22437500000002425,0.2915833333293752,0.51300352,0.11272717957074466,0.18
0.2792166666667375,0.3440000000041133,0.51300352,0.14203072158024688,0.18
0.19978333333334983,0.2925833333322468,0.515190784,0.11182305027160498,0.18
0.2442166666666405,0.32766666666526967,0.515190784,0.13832208981833358,0.18
0.2426666666666279,0.35341666666790844,0.515190784,0.14596354238112524,0.18
0.2327416666666977,0.33066666666806366,0.513507328,0.14452275832098765,0.18
0.22404166666686556,0.31041666666472634,0.513507328,0.1330646035022305,0.18
0.2263249999996333,0.32508333333341094,0.5155717120000001,0.12804791056325668,0.18
0.2431751679194705,0.32998603444565106,0.51570688,0.1446719759472963,0.18
0.2008955423374835,0.29709951212883123,0.51570688,0.12001707804037783,0.18
0.44180833333339253,0.5048333333358945,0.514940928,0.25948802844444446,0.18
0.5094083333333401,0.5060833333331781,0.514940928,0.21644221496247895,0.18
0.4512583333334382,0.4553333333344199,0.514834432,0.2019880053428537,0.18
0.4924083333332723,0.49900000000100886,0.514834432,0.2388519190123456,0.18
0.47160113295571826,0.4823392202588271,0.51474432,0.22085530232098763,0.18
0.5197482494164886,0.5435978659553186,0.51474432,0.24805674350617282,0.18
0.477858333333279,0.4896666666667442,0.5143552,0.19369462518518515,0.18
0.5019250000001192,0.5168333333315484,0.5143552,0.2215025272098766,0.18
0.5998333333334207,0.6338333333357393,0.515227648,0.3033431356049383,0.18
0.4994083333331219,0.532750000001397,0.515227648,0.27065426172839513,0.18
0.43956666666672384,0.4555833333307722,0.514584576,0.1946287217777778,0.18
0.43910405972919897,0.4767015532274565,0.514584576,0.23162517757973985,0.18
0.4862859329818854,0.502962521973299,0.514768896,0.21981653226361483,0.18
0.4823653130559715,0.4950250768489715,0.514768896,0.216203246718457,0.18
0.5161500000000767,0.5414999999998448,0.514768896,0.2619690669510921,0.18
0.5012333333334633,0.5343333333323244,0.515284992,0.23143512441570177,0.18
0.4829666666667132,0.5183333333368259,0.515284992,0.2374600113018608,0.18
0.4799249999997604,0.5091666666616217,0.514646016,0.22629784892683502,0.18
0.47655000000013387,0.5013333333326347,0.514547712,0.22893095190123464,0.18
0.46950000000009207,0.46258333333535107,0.514547712,0.20552092128395058,0.18
0.4842333333331529,0.49266666666565767,0.513888256,0.23685231249382718,0.18
0.41963333333345265,0.4513333333365154,0.513888256,0.20877040197530866,0.18
0.5303500000000592,0.5229999999981373,0.514277376,0.2416285013333333,0.18
0.4392666666664202,0.4646666666686845,0.514277376,0.21432618350617288,0.18
0.524191666666593,0.5261666666658129,0.514113536,0.24628144039232247,0.18
0.4789250000000416,0.4882500000006985,0.514113536,0.2131380341557476,0.18
0.4742833333334905,0.4794999999983702,0.514113536,0.216604672,0.18
0.4670666666665056,0.4720833333325572,0.514207744,0.20168228661728393,0.18
0.47036666666681415,0.4680833333365929,0.514207744,0.2385210026666667,0.18
0.4547500000001795,0.4608333333298409,0.514207744,0.1941619282273139,0.18
0.46314277071978704,0.4970508166968443,0.5147320320000001,0.2123167288888889,0.18
0.47100037119515686,0.480419450633279,0.514564096,0.24008033913788468,0.18
0.4916255582963241,0.516948870073621,0.514564096,0.22098662083950615,0.18
0.48859923994918353,0.501966797788382,0.514564096,0.22117919604938274,0.18
0.49129166666680246,0.4827499999994567,0.514347008,0.2329714220246914,0.18
0.4753916666664736,0.48941666666651146,0.514347008,0.22192458833608625,0.18
0.6013666666667026,0.6190000000002329,0.515497984,0.3287421357967074,0.18
0.5298000000000079,0.5248333333292977,0.515497984,0.2356573262908885,0.18
0.42880833333341206,0.4365833333383004,0.51505152,0.19303558545955196,0.18
0.5020916666666986,0.5129166666670547,0.51505152,0.24363781800212486,0.18
0.5058579428036492,0.5116992200492804,0.515530752,0.26892747535802475,0.18
0.5100256683780781,0.520718047873661,0.515530752,0.22756283733333332,0.18
0.5031664555694317,0.49761682554465325,0.5146624,0.24876576237037049,0.18
0.5269767984532923,0.5268017867836126,0.5146624,0.2710473051783699,0.18
0.4910833333333964,0.485500000002018,0.5146624,0.2263571193031576,0.18
0.5200749999997547,0.5336666666630968,0.514453504,0.2361429965432099,0.18
0.4750516632226507,0.4870341977216265,0.514453504,0.22028029669109486,0.18
0.5181178745249537,0.5198846589764113,0.514453504,0.22648522975811022,0.18
0.4757122279129492,0.4740983781485436,0.515182592,0.20798473106091273,0.18
0.5147032693674279,0.5383573205420181,0.515182592,0.2314429349361185,0.18
0.5014166666667734,0.5212499999984478,0.515244032,0.23665570449382722,0.18
0.5213666666665326,0.5296666666651921,0.515244032,0.23758731693827162,0.18
0.4714897985790141,0.4672772309487561,0.514408448,0.21489223074130878,0.18
0.5061992632513483,0.5453305136770483,0.514408448,0.28478317623269556,0.18
0.5046833333332567,0.4988333333361272,0.514408448,0.18719686479012349,0.18
0.55919166666669,0.6102499999998447,0.515190784,0.3476755089382717,0.18
0.5336916666665881,0.5559166666663562,0.515129344,0.2807382781568154,0.18
0.4857250000000931,0.4869166666680637,0.515129344,0.2065937008643869,0.18
0.5070833333332606,0.5073333333304618,0.5150351360000001,0.2415232695308642,0.18
0.542366666666688,0.5541666666705471,0.5150351360000001,0.2404762800987654,0.18
0.4719083333334615,0.4688333333314707,0.5150351360000001,0.23016066212345682,0.18
0.4805166666666386,0.508666666666977,0.516026368,0.22353359960493824,0.18
0.5616249999999124,0.566416666666434,0.515907584,0.2861942960987654,0.18
0.600028282424861,0.6136121647704679,0.515907584,0.2641122607286455,0.18
0.48833811940694,0.4911179377590929,0.515129344,0.22716893460979481,0.18
0.5112257483832925,0.5382192146150062,0.515129344,0.2443517914074074,0.18
0.5241333333333992,0.5439166666629415,0.5154816,0.24119513441975304,0.18
0.5306749999999739,0.5429166666678308,0.5154816,0.26254542064197534,0.18
0.487617492167159,0.4954503033127246,0.51552256,0.22532642133333333,0.18
0.5111757450495449,0.5259683978902434,0.51552256,0.25244130291358025,0.18
0.4939333333334314,0.499166666669771,0.51556352,0.217783662617284,0.18
0.4375249999998536,0.4597500000013195,0.51556352,0.2192754852345679,0.18
0.4980416666667832,0.5246666666682965,0.51556352,0.24530696217283945,0.18
0.5719083333333402,0.6087499999984477,0.515043328,0.31710827456790125,0.18
0.41583333333352734,0.44108333333279004,0.515043328,0.18117532655263435,0.18
0.501958333333217,0.5238333333322467,0.514523136,0.25521702721053163,0.18
0.5158250000000407,0.5279166666693831,0.514985984,0.2547195701728395,0.18
0.5036249999999807,0.5212500000003879,0.514985984,0.22145343841975312,0.18
0.5297503998933579,0.5300419888036841,0.514985984,0.2441933049577615,0.18
0.49295645505464436,0.5037009869275967,0.514985984,0.20697457973914535,0.18
0.508233333333313,0.5149166666669771,0.515330048,0.2522630447407408,0.18
0.4989250000001145,0.5059166666682965,0.515330048,0.23306796246913586,0.18
0.482959835084323,0.5168074211986212,0.5151621120000001,0.23118023949318714,0.18
0.5164249431895223,0.5410038764875673,0.5151621120000001,0.27353233258351034,0.18
0.5634249999999157,0.5975000000015522,0.514920448,0.289729554962963,0.18
0.50573333333341,0.5312499999980598,0.514920448,0.2543789953580247,0.18
0.5745430607186932,0.5835656753424273,0.515084288,0.2663652630123457,0.18
0.509586940837176,0.5085678210616055,0.515084288,0.22078016474074075,0.18
0.4915350263276972,0.4950176631390059,0.5147648,0.22288235456790123,0.18
0.5220377408814914,0.5349903313993027,0.5147648,0.23911807019233383,0.18
0.4869833333335312,0.5094166666637949,0.515170304,0.2183759190374962,0.18
0.4470916666667715,0.47625000000116413,0.515170304,0.21131605791003347,0.18
0.5058583333332838,0.5086666666669771,0.514134016,0.26328452848822426,0.18
0.4711999999998322,0.4763333333326348,0.514134016,0.20071803858528836,0.18
0.5415666666667677,0.5475833333310827,0.514670592,0.28755844207917014,0.18
0.4803500000000592,0.5112500000027164,0.514670592,0.23453544296296297,0.18
0.4657583333332392,0.464666666664804,0.514461696,0.2195529639506173,0.18
0.517099999999967,0.5437500000058207,0.514461696,0.24900312177777778,0.18
0.5012666666668033,0.50808333332922,0.513957888,0.24582112395061734,0.18
