Time,NVMe_from_ceph,NVMe_from_transfer,NVMe_total_util,CPU,Goodput,Memory_used,NIC_speed,Packet_losses,network_throughput,num_workers
2021-07-22 05:33:53.663000107,69206016.0,669849190.4,5.672799999994459,5.993999999016522,673039155.2,8297000960.0,100000000000.0,299.6,7543517665.0,8
2021-07-22 05:34:08.663000107,69219123.2,1649818828.8,7.269599999993807,8.979999999515712,1805996851.2,8294813696.0,100000000000.0,278.6,8718333529.4,8
2021-07-22 05:34:23.663000107,69206016.0,3420051865.6,7.196799999999349,10.347999999858438,3561209855.9999995,8267300864.0,100000000000.0,0.8,3425110980.6,8
2021-07-22 05:34:38.663000107,69114265.60000001,4200040857.6,7.584800000005635,12.182000000961123,3810031206.4000006,8288763904.0,100000000000.0,0.4,4206627139.0,8
2021-07-22 05:34:53.663000107,69206016.0,4043877580.7999997,7.555999999993946,11.931999999657274,3988703641.6,8295473152.0,100000000000.0,0.4,4049782680.0,8
2021-07-22 05:35:08.663000107,69219123.2,3624007270.4,7.384799999993993,10.925999999977648,3489797734.4,8290537472.0,100000000000.0,0.4,3629377282.8,8
2021-07-22 05:35:23.663000107,69206016.0,3276437094.3999996,6.936799999995855,10.064000000059606,3509978726.3999996,8287846400.0,100000000000.0,0.6,3281241577.6,8
2021-07-22 05:35:38.663000107,69219123.2,3673957990.4,7.4528000000107575,11.021999999508258,3901013196.7999997,8267407360.0,100000000000.0,0.8,3678602123.4,8
2021-07-22 05:35:53.663000107,139460608.0,3094605824.0,6.966400000004796,9.377999999932943,3375426764.8,8274436096.0,100000000000.0,1.2,3100702060.8,8
2021-07-22 05:36:08.663000107,139264000.0,3223284940.7999997,7.172800000000279,10.004000000655651,3018323558.4,8270589952.0,100000000000.0,0.4,3228506509.0,8
2021-07-22 05:36:23.663000107,139460608.0,3572010188.8,7.353599999996368,10.720000000484289,3593178316.7999997,8272543744.0,100000000000.0,0.6,3577282363.6,8
2021-07-22 05:36:38.663000107,139473715.20000002,3184241049.5999994,6.903200000000651,9.518000000156464,3571783270.4000006,8269660160.0,100000000000.0,1.2,3189561136.4,8
2021-07-22 05:36:53.663000107,70254592.0,3414141337.6000004,7.265600000001724,10.113999999500809,3262541824.0,8271331328.0,100000000000.0,0.6,3419438066.0,8
2021-07-22 05:37:08.663000107,70267699.2,3439458713.6,7.251199999998789,10.459999999776482,3750176358.4,8267563008.0,100000000000.0,0.4,3444574630.4,8
2021-07-22 05:37:23.663000107,70254592.0,3753428582.3999996,7.451999999990221,11.294000000506639,3923380633.6,8272318464.0,100000000000.0,0.4,3758823037.2,8
2021-07-22 05:37:38.663000107,70254592.0,3396589158.4,7.0351999999955295,10.2339999999851,3212016844.8,8269889536.0,100000000000.0,0.4,3405543771.8,8
2021-07-22 05:37:53.663000107,35651584.0,3582656512.0000005,7.198399999993852,10.465999999828638,3918913536.0,8271028224.0,100000000000.0,0.4,3587614100.2,8
2021-07-22 05:38:08.663000107,35651584.0,3405724057.5999994,6.879200000001584,10.304000000096856,3570667519.9999995,8296730624.0,100000000000.0,0.6,3408851453.2,8
2021-07-22 05:38:23.663000107,35651584.0,3749384192.0,7.515999999997439,10.890000000596046,3682259763.2000003,8292896768.0,100000000000.0,0.4,3754917837.0,8
